news_title,news_text
"Pak reports 1,991 COVID-19 cases in 24 hrs, total cases cross 29,000","
Pakistan on Sunday reported 1,991 new cases of coronavirus in the previous 24 hours, taking its nationwide tally to 29,465, the country's Health Ministry said. The country reported 21 deaths from coronavirus during the same period, increasing its death toll from the virus to 639, it added. Pakistan began the first phase of easing the coronavirus lockdown on Saturday.

short by Shailesh / 
      05:05 pm on 10 May

"
"Hogg picks his all-time IPL XI, names Kohli as skipper","
Former Australia spinner Brad Hogg has named his all-time IPL XI with Virat Kohli as captain. Hogg picked David Warner and Rohit Sharma as openers, followed by Kohli, Rishabh Pant, AB de Villiers and MS Dhoni. He further picked Sunil Narine, Rashid Khan, Munaf Patel, Bhuvneshwar Kumar and Jasprit Bumrah in the team. 

short by Ankur Taliyan / 
      04:39 pm on 10 May

"
Unit economics key for startups for next 18 months: Matrix Partners' Avnish Bajaj,"
Matrix Partners India Founder Avnish Bajaj said unit economics will be the key for startups for the next 18 months. Bajaj said unit economics ""comes in fashion for two-three years and goes again"" and is associated with overall funding scenario. Unit economics is the direct revenue and cost linked with a business model, which is represented on a per-unit basis.


short by Anushka Dixit / 
      04:12 pm on 10 May

"
₹1 lakh cr Delhi-Mumbai Expressway to offer investment opportunities: Gadkari,"
Union Minister Nitin Gadkari said the Delhi-Mumbai Expressway project worth ₹1 lakh crore will offer investment opportunities, urging players to invest in the townships and villages. The Expressway passes through tribal areas of Haryana, Rajasthan, and Gujarat which don't have any industries. ""It offers (them) opportunities like setting up leather, plastic, chemical, etc clusters,"" he said. 

short by Anushka Dixit / 
      04:33 pm on 10 May

"
3.4 magnitude earthquake hits Delhi-NCR,"
Tremors were felt in parts of Delhi-NCR on Sunday afternoon after a 3.4 magnitude earthquake struck the national capital. The depth of the earthquake was 5 km, the National Centre for Seismology said. Last month, Delhi was struck with earthquakes of magnitude 3.5 and 2.7 on April 12 and 13 respectively. ""Praying for everyone's safety,"" Delhi CM Arvind Kejriwal tweeted.

short by Anmol Sharma / 
      02:28 pm on 10 May

"
Rethink home delivery of liquor: Cong leaders' wives tweet to Punjab CM,"
Mamta Ashu, Ludhiana councillor and wife of Punjab Food and Civil Supplies Minister Bharat Bhushan Ashu, and Amrita Warring, social activist and wife of Gidderbaha MLA Raja Warring, have urged Punjab CM Amarinder Singh to review his government's decision to allow home delivery of liquor. They said it would fuel incidents of domestic violence and create bad impression on children.

short by Apaar Sharma / 
      03:32 pm on 10 May

"
Punjab Class 10 students to be promoted on basis of pre-board results: CM,"
Punjab CM Captain Amarinder Singh on Friday tweeted that Class 10 students in the state will be promoted on the basis of pre-board exams. Class 5 and Class 8 students will also be promoted to the next grade without exams, the CM added. ""For Class 12 examinations, we will follow the Government of India's decision,"" Singh further said.

short by Jigyasu / 
      01:06 pm on 10 May

"
"Meghalaya govt allows shops, vehicles to operate from Monday","
Meghalaya government has decided to allow shops to reopen and vehicles to ply across the state from Monday. ""The (authorities) have been asked to work out the modalities for regulating (public and private transport) on a rotation basis,"" Deputy CM Prestone Tynsong said. However, Shillong will continue to be under lockdown as it has two active COVID-19 cases.

short by Jigyasu / 
      12:27 pm on 10 May

"
"New coronavirus case reported in China's Wuhan, first since April 3","
A new coronavirus case has been reported in China's Wuhan. The new case, which is the first in the epicentre of China's outbreak since April 3, was previously asymptomatic, according to the health commission. China, which has reported 4,633 coronavirus deaths so far, had officially designated all areas of the country as low-risk last Thursday.

short by Ankush Verma / 
      01:57 pm on 10 May

"
"Odisha reports 58 more COVID-19 positive cases, total reaches 352","
The Odisha Health Department said that 58 more COVID-19 positive cases were reported in the state, taking the total number of cases there to 352. While the number of active cases in the state stands at 281, at least 68 have recovered, the health department added. They also said that one more has died due to COVID-19 in the state.

short by Jigyasu / 
      11:43 am on 10 May

"
"Chennai herbal medicine firm's employee drinks self-made COVID-19 'drug', dies","
A 47-year-old pharmacist died and his boss was left hospitalised after both drank a chemical concoction they developed for ""treating"" coronavirus, police said. The pair worked at a Chennai-based herbal medicine firm and was testing the concoction, a mix of nitric oxide and sodium nitrate, at home. The deceased, K Sivanesan, developed the formula after conducting research on the internet.

short by Dharna / 
      12:40 pm on 10 May

"
Report claims Xi told WHO chief to 'delay global COVID-19 warning'; UN agency denies,"
World Health Organisation has denied a report by German news outlet Der Spiegel that claimed Chinese President Xi Jinping personally asked WHO Director-General Tedros Adhanom to ""delay a global warning"" regarding coronavirus outbreak. The report said Xi called Tedros in January. It cited intelligence from Germany's Federal Intelligence Service, known as 'Bundesnachrichtendienst'.

short by Ankush Verma / 
      03:42 pm on 10 May

"
PM Modi to hold 5th meeting via video conference with CMs tomorrow at 3 pm,"
Prime Minister Narendra Modi will hold the fifth meeting via video conference with state Chief Ministers tomorrow afternoon at 3 pm, the Prime Minister's Office said. The previous video conference between the PM and CMs was held on April 27 after which the nationwide lockdown was extended for two weeks beyond May 3.

short by Anmol Sharma / 
      03:14 pm on 10 May

"
"Dr Fauci, 2 other members of US' COVID-19 task force under quarantine","
Three members of the US government's coronavirus task force, including Dr Anthony Fauci, have placed themselves under quarantine after coming in touch with someone who tested positive for the virus. Dr Fauci is the director of the National Institute of Allergy and Infectious Diseases and a leading task force member. The US has reported over 13 lakh coronavirus cases.

short by Shailesh / 
      03:30 pm on 10 May

"
"34 more test COVID-19 positive in Bihar, total count rises to 629","
At least 34 new COVID-19 cases were reported in Bihar, raising the total to 629, Principal Secretary of the state health department Sanjay Kumar said. Of the total, 11 hail from Begusarai, seven each from Saharsa and Madhepura, five from Rohtas, two from Darbhanga and one each from Khagaria and Araria districts. Seven among the 34 were minors, Kumar added.

short by Jigyasu / 
      01:46 pm on 10 May

"
"Isolation beds for COVID-19 patients in UP tripled to over 53,000 in 2 weeks","
The Uttar Pradesh government has increased its number of isolation beds for COVID-19 positive patients by more than three times in the last two weeks. ""Making a significant increase in our COVID treatment facilities, we now have 53,459 isolation beds,"" Principal Secretary (Health) Amit Mohan Prasad said. More than 3,300 COVID-19 cases have been recorded in Uttar Pradesh till date.

short by Jigyasu / 
      11:05 am on 10 May

"
Google's ex-CEO Eric Schmidt quits company after 19-yr-long tenure: Report,"
Google's former CEO Eric Schmidt left his technical advisor position with Alphabet and Google in February after 19 years at the company, according to a CNET report. Schmidt joined Google as its second CEO in 2001 and stepped down from the role in 2011. He later became Alphabet's Executive Chairman and in 2017, he took over as company's technical adviser. 

short by Pragya Swastik / 
      02:09 pm on 10 May

"
Samsung working on its own smart debit card to rival 'Apple Card',"
A year after Apple launched its own credit card named the ""Apple Card"", Samsung is also planning to launch a physical and virtual smart debit card this summer. Backed by a cash management account, the card will let Samsung Pay customers buy things online as well as in physical stores. Meanwhile, Google has also been developing a smart debit card.

short by Dharna / 
      12:23 pm on 10 May

"
